YEAR,WHYMOVE,MIGSTA1
2022,New job or job transfer,North Carolina
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,North Carolina
2022,Other family reason,North Carolina
2022,Other family reason,North Carolina
2022,For cheaper housing,California
2022,New job or job transfer,Ohio
2022,Wanted new or better housing,District of Columbia
2022,Wanted new or better housing,District of Columbia
2022,New job or job transfer,Kansas
2022,Wanted new or better housing,District of Columbia
2022,"Wanted to own home, not rent",California
2022,"Wanted to own home, not rent",District of Columbia
2022,New job or job transfer,New Mexico
2022,New job or job transfer,New Mexico
2022,New job or job transfer,New Mexico
2022,New job or job transfer,Maryland
2022,New job or job transfer,Maryland
2022,New job or job transfer,Maryland
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,New Mexico
2022,New job or job transfer,Pennsylvania
2022,New job or job transfer,Pennsylvania
2022,New job or job transfer,Pennsylvania
2022,New job or job transfer,Pennsylvania
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,Other family reason,Georgia
2022,Other family reason,Georgia
2022,Other family reason,Georgia
2022,Other family reason,Georgia
2022,Relationship with unmarried partner,Pennsylvania
2022,Other family reason,Pennsylvania
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,Relationship with unmarried partner,Pennsylvania
2022,Attend/leave college,Pennsylvania
2022,Attend/leave college,Pennsylvania
2022,New job or job transfer,Arizona
2022,To establish own household,Virginia
2022,To establish own household,Virginia
2022,To establish own household,Virginia
2022,Other family reason,North Carolina
2022,To establish own household,Virginia
2022,To establish own household,Virginia
2022,To establish own household,Virginia
2022,New job or job transfer,South Dakota
2022,New job or job transfer,Virginia
2022,Wanted new or better housing,Virginia
2022,Wanted new or better housing,Virginia
2022,Wanted new or better housing,Virginia
2022,Wanted new or better housing,Virginia
2022,New job or job transfer,Virginia
2022,Retired,Tennessee
2022,Retired,Tennessee
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,Other reasons,North Carolina
2022,Wanted new or better housing,Pennsylvania
2022,Wanted new or better housing,Pennsylvania
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Delaware
2022,New job or job transfer,North Carolina
2022,Retired,Virginia
2022,Retired,Virginia
2022,Retired,Virginia
2022,Other reasons,North Carolina
2022,New job or job transfer,Virginia
2022,Other family reason,New York
2022,Other family reason,New York
2022,To establish own household,New York
2022,To establish own household,New York
2022,To establish own household,New York
2022,To establish own household,New York
2022,To establish own household,New York
2022,To establish own household,New York
2022,To establish own household,New York
2022,Other job-related reason,Montana
2022,Other job-related reason,Montana
2022,Other family reason,New York
2022,Other family reason,Virginia
2022,Change of climate,Connecticut
2022,Change of climate,Connecticut
2022,Change of climate,Connecticut
2022,New job or job transfer,Tennessee
2022,New job or job transfer,Tennessee
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",West Virginia
2022,"Wanted to own home, not rent",West Virginia
2022,"Wanted to own home, not rent",West Virginia
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,"Wanted to own home, not rent",Texas
2022,Other family reason,Maryland
2022,New job or job transfer,Nevada
2022,New job or job transfer,Nevada
2022,New job or job transfer,Nevada
2022,Other reasons,Minnesota
2022,New job or job transfer,Tennessee
2022,New job or job transfer,South Carolina
2022,Other reasons,South Carolina
2022,Other housing reason,South Carolina
2022,Other housing reason,South Carolina
2022,Other family reason,Tennessee
2022,Other family reason,Tennessee
2022,New job or job transfer,Mississippi
2022,Change of climate,Texas
2022,Change of climate,Texas
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,Oregon
2022,New job or job transfer,Oregon
2022,New job or job transfer,New York
2022,New job or job transfer,New Jersey
2022,Attend/leave college,New Jersey
2022,Attend/leave college,New York
2022,Attend/leave college,New York
2022,Attend/leave college,New York
2022,Other family reason,Utah
2022,Other family reason,Utah
2022,Wanted better neighborhood,Florida
2022,Wanted better neighborhood,Florida
2022,Wanted better neighborhood,Florida
2022,Wanted better neighborhood,North Carolina
2022,Wanted better neighborhood,North Carolina
2022,Wanted better neighborhood,North Carolina
2022,Wanted better neighborhood,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,For easier commute,North Carolina
2022,For easier commute,North Carolina
2022,For easier commute,North Carolina
2022,Other family reason,Ohio
2022,Other family reason,Ohio
2022,New job or job transfer,North Carolina
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,Change of climate,Connecticut
2022,Change of climate,Connecticut
2022,Change of climate,Connecticut
2022,Change of climate,Connecticut
2022,Change of climate,Connecticut
2022,Other family reason,Georgia
2022,To establish own household,Colorado
2022,To establish own household,Colorado
2022,To establish own household,Colorado
2022,To establish own household,Colorado
2022,Other reasons,California
2022,Change in marital status,California
2022,Change in marital status,California
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,"Wanted to own home, not rent",Florida
2022,"Wanted to own home, not rent",Florida
2022,"Wanted to own home, not rent",Florida
2022,"Wanted to own home, not rent",Florida
2022,"Wanted to own home, not rent",Florida
2022,"Wanted to own home, not rent",Florida
2022,"Wanted to own home, not rent",Florida
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,Other reasons,Arizona
2022,Other reasons,Arizona
2022,To look for work or lost job,Florida
2022,To look for work or lost job,Florida
2022,To look for work or lost job,Florida
2022,To look for work or lost job,Florida
2022,To look for work or lost job,Florida
2022,New job or job transfer,Arizona
2022,Change in marital status,Texas
2022,Other family reason,Maine
2022,Other family reason,Maine
2022,Other family reason,Iowa
2022,Other family reason,Iowa
2022,Other family reason,Iowa
2022,Other family reason,Iowa
2022,Other family reason,Iowa
2022,Other family reason,Iowa
2022,Other family reason,Iowa
2022,Other family reason,Iowa
2022,For easier commute,Iowa
2022,Change of climate,Florida
2022,New job or job transfer,North Carolina
2022,For easier commute,North Carolina
2022,For easier commute,North Carolina
2022,For easier commute,North Carolina
2022,Other family reason,Florida
2022,Other family reason,Florida
2022,Other family reason,Florida
2022,Other family reason,Florida
2022,Other family reason,Florida
2022,Other family reason,Maine
2022,Other family reason,Oklahoma
2022,To establish own household,Oklahoma
2022,To look for work or lost job,Pennsylvania
2022,Other family reason,Alabama
2022,Other family reason,Alabama
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,Other family reason,Illinois
2022,Other family reason,Illinois
2022,To establish own household,Maryland
2022,To establish own household,Maryland
2022,Other family reason,Maryland
2022,"Wanted to own home, not rent",Oklahoma
2022,Other reasons,Oklahoma
2022,"Wanted to own home, not rent",Oklahoma
2022,"Wanted to own home, not rent",Oklahoma
2022,To establish own household,Oklahoma
2022,To establish own household,Oklahoma
2022,Change of climate,Virginia
2022,Change of climate,Virginia
2022,Relationship with unmarried partner,Maryland
2022,"Wanted to own home, not rent",Virginia
2022,"Wanted to own home, not rent",Virginia
2022,"Wanted to own home, not rent",Virginia
2022,For easier commute,Virginia
2022,For easier commute,Virginia
2022,Other job-related reason,Rhode Island
2022,Other job-related reason,Rhode Island
2022,Other family reason,Rhode Island
2022,Other family reason,Rhode Island
2022,Other family reason,Rhode Island
2022,Other family reason,Rhode Island
2022,Other family reason,Rhode Island
2022,Other family reason,Rhode Island
2022,Other family reason,Rhode Island
2022,To look for work or lost job,New York
2022,Attend/leave college,Ohio
2022,For easier commute,Ohio
2022,New job or job transfer,Pennsylvania
2022,New job or job transfer,Pennsylvania
2022,New job or job transfer,Pennsylvania
2022,New job or job transfer,Pennsylvania
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,To look for work or lost job,New Jersey
2022,To look for work or lost job,New Jersey
2022,To look for work or lost job,New Jersey
2022,To look for work or lost job,New Jersey
2022,To look for work or lost job,New Jersey
2022,To look for work or lost job,New Jersey
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Connecticut
2022,"Wanted to own home, not rent",Connecticut
2022,Other reasons,Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,"Wanted to own home, not rent",Ohio
2022,Other reasons,Ohio
2022,Other reasons,Ohio
2022,Other reasons,Tennessee
2022,Other reasons,Tennessee
2022,Other reasons,Tennessee
2022,Other reasons,Tennessee
2022,Other reasons,Tennessee
2022,Other reasons,Tennessee
2022,Other reasons,Tennessee
2022,"Wanted to own home, not rent",Tennessee
2022,Change in marital status,California
2022,Change in marital status,California
2022,Other reasons,Tennessee
2022,Other reasons,Tennessee
2022,Other reasons,Tennessee
2022,For cheaper housing,Rhode Island
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,Mississippi
2022,New job or job transfer,Mississippi
2022,New job or job transfer,Mississippi
2022,New job or job transfer,Mississippi
2022,To establish own household,Washington
2022,To establish own household,Washington
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,New Hampshire
2022,New job or job transfer,New Hampshire
2022,New job or job transfer,New Hampshire
2022,New job or job transfer,New Hampshire
2022,New job or job transfer,New Hampshire
2022,New job or job transfer,New Hampshire
2022,Change of climate,California
2022,Change of climate,California
2022,Change of climate,California
2022,Change of climate,California
2022,Change in marital status,Illinois
2022,Other family reason,Illinois
2022,Other family reason,Illinois
2022,For cheaper housing,California
2022,New job or job transfer,Indiana
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,For cheaper housing,Florida
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,Other family reason,Ohio
2022,Other family reason,Ohio
2022,Other family reason,Ohio
2022,Relationship with unmarried partner,Florida
2022,Relationship with unmarried partner,Mississippi
2022,Other family reason,Arkansas
2022,Other family reason,Arkansas
2022,Other family reason,Arkansas
2022,Other family reason,Illinois
2022,Other family reason,Texas
2022,New job or job transfer,North Carolina
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,California
2022,For cheaper housing,Hawaii
2022,Other reasons,Georgia
2022,Other reasons,Georgia
2022,Other reasons,Washington
2022,Other reasons,Washington
2022,Other reasons,Washington
2022,Other family reason,Arkansas
2022,Other family reason,Arkansas
2022,Other family reason,Arkansas
2022,Other family reason,Arkansas
2022,Other family reason,Arkansas
2022,Other family reason,Arkansas
2022,Other family reason,Arizona
2022,"Wanted to own home, not rent",Arizona
2022,"Wanted to own home, not rent",Arizona
2022,"Wanted to own home, not rent",Arizona
2022,New job or job transfer,Minnesota
2022,New job or job transfer,Minnesota
2022,New job or job transfer,Minnesota
2022,New job or job transfer,Minnesota
2022,New job or job transfer,Minnesota
2022,Wanted new or better housing,Minnesota
2022,Wanted new or better housing,Minnesota
2022,Wanted new or better housing,Minnesota
2022,Wanted new or better housing,Minnesota
2022,Wanted new or better housing,Minnesota
2022,To establish own household,Florida
2022,To establish own household,Florida
2022,Health reasons,Virginia
2022,For cheaper housing,Colorado
2022,For cheaper housing,Colorado
2022,For cheaper housing,Colorado
2022,For cheaper housing,Colorado
2022,Other family reason,Florida
2022,Attend/leave college,Arkansas
2022,Wanted new or better housing,Colorado
2022,Wanted new or better housing,Colorado
2022,Attend/leave college,Colorado
2022,For cheaper housing,California
2022,Wanted better neighborhood,Idaho
2022,Wanted better neighborhood,Idaho
2022,Change in marital status,Colorado
2022,Other family reason,Colorado
2022,New job or job transfer,Texas
2022,New job or job transfer,Texas
2022,New job or job transfer,Texas
2022,New job or job transfer,Ohio
2022,Other job-related reason,Louisiana
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,To establish own household,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,To establish own household,California
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,To establish own household,Texas
2022,To establish own household,California
2022,To establish own household,Texas
2022,To establish own household,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted better neighborhood,Texas
2022,Wanted better neighborhood,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,Wanted new or better housing,California
2022,To establish own household,Texas
2022,To establish own household,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,To establish own household,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,Wanted new or better housing,Texas
2022,"Wanted to own home, not rent",Mississippi
2022,"Wanted to own home, not rent",Mississippi
2022,"Wanted to own home, not rent",Mississippi
2022,"Wanted to own home, not rent",Mississippi
2022,Wanted better neighborhood,Illinois
2022,Other job-related reason,Illinois
2022,Attend/leave college,Mississippi
2022,Attend/leave college,Missouri
2022,To look for work or lost job,Texas
2022,To look for work or lost job,Texas
2022,To look for work or lost job,Texas
2022,Relationship with unmarried partner,Texas
2022,Other family reason,Missouri
2022,Other family reason,Missouri
2022,Other family reason,Missouri
2022,Other family reason,Missouri
2022,Change in marital status,Missouri
2022,Relationship with unmarried partner,Nevada
2022,Attend/leave college,Nevada
2022,Change of climate,Utah
2022,Change of climate,Utah
2022,Change of climate,Utah
2022,Other family reason,Wisconsin
2022,Other family reason,Wisconsin
2022,Other family reason,Wisconsin
2022,Other family reason,Wisconsin
2022,Other family reason,Wisconsin
2022,Other family reason,Wisconsin
2022,Other family reason,Alabama
2022,Other family reason,Alabama
2022,To establish own household,Mississippi
2022,To establish own household,Mississippi
2022,To establish own household,Mississippi
2022,Relationship with unmarried partner,Indiana
2022,To establish own household,Texas
2022,To establish own household,Texas
2022,Relationship with unmarried partner,Wisconsin
2022,Other reasons,Texas
2022,Relationship with unmarried partner,Texas
2022,New job or job transfer,Ohio
2022,Attend/leave college,California
2022,Wanted new or better housing,California
2022,Change in marital status,Alabama
2022,Other reasons,Washington
2022,Other reasons,Washington
2022,Retired,Washington
2022,Other reasons,Ohio
2022,Other reasons,Ohio
2022,Other reasons,Ohio
2022,Other reasons,Ohio
2022,Other reasons,Ohio
2022,Other reasons,Ohio
2022,Wanted better neighborhood,Florida
2022,Natural disaster,Washington
2022,Natural disaster,Washington
2022,Wanted better neighborhood,California
2022,New job or job transfer,Mississippi
2022,New job or job transfer,Mississippi
2022,New job or job transfer,Mississippi
2022,New job or job transfer,Mississippi
2022,New job or job transfer,Mississippi
2022,New job or job transfer,Mississippi
2022,New job or job transfer,Mississippi
2022,Other family reason,Missouri
2022,Other family reason,Missouri
2022,Other family reason,Missouri
2022,Other family reason,Missouri
2022,Other family reason,Missouri
2022,Other family reason,Missouri
2022,Other housing reason,Louisiana
2022,Other housing reason,Louisiana
2022,Other housing reason,Louisiana
2022,Other housing reason,Louisiana
2022,Other family reason,California
2022,Other family reason,Ohio
2022,Other family reason,Ohio
2022,Other family reason,Ohio
2022,Relationship with unmarried partner,Colorado
2022,Other reasons,Arizona
2022,Other reasons,Arizona
2022,For cheaper housing,California
2022,For cheaper housing,California
2022,For cheaper housing,California
2022,For cheaper housing,California
2022,To establish own household,California
2022,Relationship with unmarried partner,South Dakota
2022,New job or job transfer,Illinois
2022,New job or job transfer,Illinois
2022,New job or job transfer,Illinois
2022,New job or job transfer,Illinois
2022,New job or job transfer,Illinois
2022,New job or job transfer,Illinois
2022,New job or job transfer,Illinois
2022,Wanted better neighborhood,Illinois
2022,Wanted better neighborhood,Illinois
2022,Wanted better neighborhood,Illinois
2022,Wanted better neighborhood,Illinois
2022,Wanted better neighborhood,Illinois
2022,Wanted better neighborhood,Illinois
2022,Wanted better neighborhood,Illinois
2022,Wanted better neighborhood,Illinois
2022,Wanted better neighborhood,Illinois
2022,New job or job transfer,Virginia
2022,To look for work or lost job,Texas
2022,Attend/leave college,Texas
2022,Attend/leave college,Texas
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,New job or job transfer,Georgia
2022,Other housing reason,Colorado
2022,Other family reason,Kansas
2022,Other family reason,Kansas
2022,New job or job transfer,Texas
2022,"Wanted to own home, not rent",Oklahoma
2022,"Wanted to own home, not rent",Oklahoma
2022,"Wanted to own home, not rent",Oklahoma
2022,New job or job transfer,Florida
2022,New job or job transfer,Florida
2022,Other family reason,Florida
2022,Other family reason,Florida
2022,Other family reason,Florida
2022,Other family reason,Florida
2022,Other family reason,Florida
2022,Other family reason,Florida
2022,For cheaper housing,Oklahoma
2022,Other reasons,California
2022,Other reasons,California
2022,For cheaper housing,Washington
2022,For cheaper housing,Washington
2022,For cheaper housing,Washington
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Arkansas
2022,New job or job transfer,Arkansas
2022,New job or job transfer,New York
2022,Other family reason,Michigan
2022,New job or job transfer,Oklahoma
2022,New job or job transfer,Louisiana
2022,New job or job transfer,North Carolina
2022,Change of climate,Illinois
2022,Change of climate,Illinois
2022,Change of climate,Illinois
2022,New job or job transfer,Indiana
2022,Other reasons,Indiana
2022,Other reasons,Indiana
2022,For cheaper housing,California
2022,For cheaper housing,California
2022,Other reasons,Colorado
2022,New job or job transfer,Missouri
2022,New job or job transfer,Missouri
2022,New job or job transfer,Missouri
2022,New job or job transfer,Missouri
2022,New job or job transfer,Missouri
2022,New job or job transfer,Oklahoma
2022,New job or job transfer,Oklahoma
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,California
2022,Other family reason,California
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Illinois
2022,New job or job transfer,Illinois
2022,To establish own household,Illinois
2022,Change of climate,New Jersey
2022,Change of climate,New Jersey
2022,Other family reason,New Jersey
2022,Change of climate,New Jersey
2022,Change of climate,New Jersey
2022,Change of climate,New Jersey
2022,Change of climate,New Jersey
2022,New job or job transfer,Missouri
2022,New job or job transfer,South Dakota
2022,Wanted new or better housing,Wisconsin
2022,New job or job transfer,Massachusetts
2022,To look for work or lost job,Florida
2022,To look for work or lost job,Florida
2022,New job or job transfer,Missouri
2022,New job or job transfer,Missouri
2022,New job or job transfer,Missouri
2022,Other family reason,Ohio
2022,Other job-related reason,Louisiana
2022,Other job-related reason,Louisiana
2022,Other job-related reason,Louisiana
2022,Other job-related reason,Louisiana
2022,Other job-related reason,Louisiana
2022,To look for work or lost job,Louisiana
2022,To look for work or lost job,Louisiana
2022,Other family reason,New York
2022,Health reasons,Illinois
2022,Health reasons,Illinois
2022,Change in marital status,Tennessee
2022,Other reasons,Illinois
2022,"Wanted to own home, not rent",Illinois
2022,Health reasons,Idaho
2022,Health reasons,Idaho
2022,Other family reason,Georgia
2022,Other reasons,New Mexico
2022,Other reasons,New Mexico
2022,New job or job transfer,Alabama
2022,New job or job transfer,Alabama
2022,New job or job transfer,Alabama
2022,New job or job transfer,Alabama
2022,New job or job transfer,Alabama
2022,Relationship with unmarried partner,Florida
2022,Change in marital status,Arkansas
2022,New job or job transfer,Delaware
2022,New job or job transfer,Delaware
2022,New job or job transfer,Delaware
2022,"Wanted to own home, not rent",Delaware
2022,New job or job transfer,Kentucky
2022,New job or job transfer,Kentucky
2022,New job or job transfer,Kentucky
2022,New job or job transfer,Kentucky
2022,New job or job transfer,Indiana
2022,Relationship with unmarried partner,Virginia
2022,Change of climate,California
2022,Change of climate,California
2022,Change in marital status,Arkansas
2022,Other reasons,California
2022,Change in marital status,Washington
2022,Change in marital status,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,To establish own household,Wisconsin
2022,Other reasons,Rhode Island
2022,Other reasons,Rhode Island
2022,Other reasons,Rhode Island
2022,New job or job transfer,Oregon
2022,New job or job transfer,Oregon
2022,Health reasons,California
2022,Other reasons,Kansas
2022,Other reasons,Kansas
2022,Foreclosure or eviction,Kansas
2022,Wanted better neighborhood,Washington
2022,Wanted better neighborhood,Washington
2022,Wanted better neighborhood,Washington
2022,Wanted better neighborhood,Washington
2022,Change in marital status,Washington
2022,Change in marital status,Washington
2022,Health reasons,Tennessee
2022,Health reasons,Tennessee
2022,Health reasons,Tennessee
2022,Health reasons,Tennessee
2022,Change in marital status,Utah
2022,Health reasons,Tennessee
2022,Health reasons,Tennessee
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,New job or job transfer,California
2022,Attend/leave college,California
2022,Attend/leave college,California
2022,Attend/leave college,California
2022,Retired,Idaho
2022,Other family reason,North Dakota
2022,Retired,Illinois
2022,To establish own household,Alaska
2022,To establish own household,Illinois
2022,To establish own household,Texas
2022,To establish own household,Texas
2022,Health reasons,North Dakota
2022,New job or job transfer,Arizona
2022,To establish own household,Arizona
2022,To establish own household,Arizona
2022,To establish own household,Arizona
2022,To establish own household,Arizona
2022,To establish own household,North Dakota
2022,To establish own household,North Dakota
2022,New job or job transfer,North Dakota
2022,Wanted new or better housing,Colorado
2022,Other family reason,Washington
2022,Other family reason,Washington
2022,Wanted new or better housing,Washington
2022,Wanted new or better housing,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,New job or job transfer,Washington
2022,To look for work or lost job,Washington
2022,Change in marital status,California
2022,Health reasons,California
2022,Health reasons,California
2022,New job or job transfer,Oklahoma
2022,New job or job transfer,Oklahoma
2022,New job or job transfer,Oklahoma
2022,New job or job transfer,Oklahoma
2022,New job or job transfer,Oklahoma
2022,New job or job transfer,Arizona
2022,New job or job transfer,Arizona
2022,New job or job transfer,Arizona
2022,New job or job transfer,Arizona
2022,New job or job transfer,Arizona
2022,New job or job transfer,Connecticut
2022,New job or job transfer,Connecticut
2022,New job or job transfer,Connecticut
2022,New job or job transfer,Connecticut
2022,New job or job transfer,Connecticut
2022,New job or job transfer,Utah
2022,New job or job transfer,Utah
2022,For cheaper housing,Washington
2022,For cheaper housing,Washington
2022,Attend/leave college,Montana
2022,Wanted new or better housing,California
2022,To establish own household,California
2022,To establish own household,California
2022,To establish own household,Arizona
2022,To establish own household,Arizona
2022,To establish own household,Arizona
2022,To establish own household,Arizona
2022,Change in marital status,Washington
2022,Change in marital status,Washington
2022,Change in marital status,Washington
2022,Change in marital status,Washington
2022,Change in marital status,Washington
2022,Change in marital status,Washington
2022,Change in marital status,Washington
2022,Change in marital status,Washington
2022,Change in marital status,Washington
2022,Attend/leave college,Nevada
2022,Attend/leave college,Nevada
2022,Attend/leave college,Nevada
2022,Other family reason,California
2022,For easier commute,California
2022,For easier commute,California
2022,Health reasons,New Mexico
2022,Attend/leave college,Michigan
2022,Attend/leave college,Michigan
2022,Attend/leave college,Michigan
2022,Attend/leave college,Michigan
2022,Change in marital status,Michigan
2022,Change in marital status,Michigan
2022,Change in marital status,Michigan
2022,Change in marital status,Michigan
2022,Change in marital status,Michigan
2022,Change in marital status,Michigan
2022,New job or job transfer,Nevada
2022,New job or job transfer,Nevada
2022,Wanted better neighborhood,Washington
2022,Wanted better neighborhood,Washington
2022,Wanted better neighborhood,Washington
2022,Wanted better neighborhood,Washington
2022,Wanted better neighborhood,Washington
2022,Wanted better neighborhood,Washington
2022,Other family reason,California
2022,"Wanted to own home, not rent",Washington
2022,For cheaper housing,New York
2022,Health reasons,California
2022,Other family reason,Alabama
2022,Other family reason,Alabama
2022,Health reasons,Alabama
2022,Relationship with unmarried partner,Utah
2022,Other family reason,Texas
2022,Other family reason,Texas
2022,Other family reason,Texas
2022,For cheaper housing,Utah
2022,For cheaper housing,Utah
2022,Wanted better neighborhood,California
2022,Wanted better neighborhood,California
2022,Wanted better neighborhood,California
2022,Wanted better neighborhood,California
2022,Other housing reason,Nebraska
2022,Other housing reason,Nebraska
2022,For cheaper housing,Utah
2022,For cheaper housing,Utah
2022,Other reasons,California
2022,Other reasons,California
2022,To establish own household,Georgia
2022,To establish own household,Georgia
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
2022,New job or job transfer,North Carolina
