YEAR,WHYMOVE,MIGSTA1,count
2022,Wanted new or better housing,Pennsylvania,13987.740000000002
2022,Change of climate,Minnesota,4444.07
2022,Wanted new or better housing,Missouri,9010.24
2022,Other job-related reason,Vermont,17191.37
2022,Wanted new or better housing,Minnesota,15999.699999999999
2022,Other housing reason,New York,7086.360000000001
2022,Other reasons,Virginia,10898.52
2022,Other reasons,Maryland,335.88
2022,"Wanted to own home, not rent",Maryland,170.44
2022,Change of climate,California,23326.579999999998
2022,Other reasons,Pennsylvania,1648.4099999999999
2022,New job or job transfer,Louisiana,3922.81
2022,To establish own household,Virginia,6395.84
2022,New job or job transfer,New Mexico,17420.46
2022,Other housing reason,Maryland,1600.08
2022,New job or job transfer,Utah,2304.64
2022,For easier commute,Virginia,8530.01
2022,Relationship with unmarried partner,Virginia,3554.42
2022,Wanted better neighborhood,Virginia,357.87
2022,Relationship with unmarried partner,Pennsylvania,6931.79
2022,Attend/leave college,Maryland,203.91
2022,For easier commute,Texas,645.68
2022,Other reasons,Michigan,393.88
2022,Health reasons,Texas,8112.56
2022,To establish own household,District of Columbia,2135.63
2022,New job or job transfer,South Carolina,22317.91
2022,New job or job transfer,Ohio,24151.45
2022,Other family reason,North Carolina,22830.79
2022,Wanted new or better housing,District of Columbia,15134.150000000001
2022,New job or job transfer,Kansas,13193.49
2022,"Wanted to own home, not rent",District of Columbia,3734.91
2022,Attend/leave college,Pennsylvania,2044.3
2022,New job or job transfer,South Dakota,6161.67
2022,Wanted new or better housing,Virginia,3558.89
2022,Other reasons,North Carolina,5487.52
2022,"Wanted to own home, not rent",Ohio,49931.22
2022,"Wanted to own home, not rent",Delaware,2668.09
2022,Retired,Virginia,2382.58
2022,Other job-related reason,Montana,1570.18
2022,Change of climate,Connecticut,21694.69
2022,"Wanted to own home, not rent",Texas,54983.77
2022,"Wanted to own home, not rent",West Virginia,6212.3099999999995
2022,Other family reason,Maryland,7618.66
2022,Other reasons,Minnesota,4390.17
2022,Other reasons,South Carolina,2152.38
2022,Other housing reason,South Carolina,10035.24
2022,New job or job transfer,Mississippi,28228.02
2022,Change of climate,Texas,10815.54
2022,New job or job transfer,Oregon,20787.56
2022,Wanted better neighborhood,Florida,9353.2
2022,Wanted better neighborhood,North Carolina,12397.65
2022,For easier commute,North Carolina,31065.8
2022,New job or job transfer,Washington,42738.4
2022,To establish own household,Colorado,13184.57
2022,Change in marital status,California,27553.21
2022,Other reasons,Arizona,9676.33
2022,Change in marital status,Texas,5677.46
2022,Other family reason,Maine,8417.26
2022,Other family reason,Iowa,19417.1
2022,For easier commute,Iowa,1850.2
2022,To establish own household,Oklahoma,8891.2
2022,Other family reason,Alabama,12544.779999999999
2022,"Wanted to own home, not rent",Oklahoma,16396.78
2022,Other reasons,Oklahoma,2617.78
2022,Change of climate,Virginia,7966.18
2022,Other job-related reason,Rhode Island,7671.22
2022,Other family reason,Rhode Island,16312.46
2022,To look for work or lost job,New York,3151.67
2022,For easier commute,Ohio,4567.57
2022,Wanted new or better housing,California,31503.7
2022,To look for work or lost job,New Jersey,12987.02
2022,"Wanted to own home, not rent",Connecticut,5887.96
2022,To establish own household,Washington,4348.61
2022,New job or job transfer,Indiana,17688.79
2022,Relationship with unmarried partner,Mississippi,5055.54
2022,Other family reason,Arkansas,45807.03
2022,For cheaper housing,Hawaii,4907.47
2022,Other reasons,Georgia,9024
2022,"Wanted to own home, not rent",Arizona,6046.73
2022,To establish own household,Florida,3250.8
2022,Health reasons,Virginia,1940.7
2022,For cheaper housing,Colorado,8395.22
2022,Attend/leave college,Arkansas,1302.51
2022,Wanted new or better housing,Colorado,2581.05
2022,Attend/leave college,Colorado,804.79
2022,Wanted better neighborhood,Idaho,3233.84
2022,Change in marital status,Colorado,996.4
2022,Other job-related reason,Louisiana,14640.83
2022,Wanted new or better housing,Texas,44944.02
2022,Wanted better neighborhood,Texas,4081.2799999999997
2022,"Wanted to own home, not rent",Mississippi,3249.9900000000002
2022,Attend/leave college,Mississippi,682.83
2022,To look for work or lost job,Texas,6200.78
2022,Other family reason,Missouri,15819.21
2022,Change in marital status,Missouri,1040.82
2022,Relationship with unmarried partner,Nevada,1820.8000000000002
2022,Attend/leave college,Nevada,3156.04
2022,Change of climate,Utah,2461.77
2022,To establish own household,Mississippi,3704.02
2022,Relationship with unmarried partner,Indiana,1920.01
2022,Change in marital status,Alabama,941.21
2022,Natural disaster,Washington,5858.0599999999995
2022,Other housing reason,Louisiana,3619.14
2022,Relationship with unmarried partner,Colorado,5075.4400000000005
2022,Other family reason,Kansas,6171.3099999999995
2022,For cheaper housing,Oklahoma,2614.57
2022,For cheaper housing,Washington,22033.53
2022,Change of climate,Illinois,15489.630000000001
2022,Other reasons,Indiana,8003.77
2022,Other reasons,Colorado,5951.05
2022,To establish own household,Illinois,3183.87
2022,Change of climate,New Jersey,22909.3
2022,Wanted new or better housing,Wisconsin,5321.54
2022,To look for work or lost job,Louisiana,11741.13
2022,Health reasons,Illinois,8849.28
2022,Change in marital status,Tennessee,4808.53
2022,"Wanted to own home, not rent",Illinois,2610.45
2022,Health reasons,Idaho,9777.04
2022,Other reasons,New Mexico,11447.94
2022,Change in marital status,Arkansas,6789.1
2022,Change in marital status,Washington,12093.65
2022,To establish own household,Wisconsin,988.08
2022,Other reasons,Rhode Island,2785.73
2022,Health reasons,California,6474.889999999999
2022,Foreclosure or eviction,Kansas,523.7
2022,Wanted better neighborhood,Washington,5292.27
2022,Health reasons,Tennessee,2582.6
2022,Retired,Idaho,607.58
2022,Other family reason,North Dakota,885.56
2022,Retired,Illinois,325.93
2022,To establish own household,Alaska,652.65
2022,Health reasons,North Dakota,525.84
2022,To establish own household,Arizona,13209.91
2022,To establish own household,North Dakota,759
2022,Wanted new or better housing,Washington,1089.32
2022,To look for work or lost job,Washington,1242.69
2022,New job or job transfer,Connecticut,7085.49
2022,For easier commute,California,10435.470000000001
2022,Health reasons,New Mexico,2494.81
2022,Attend/leave college,Michigan,4277.68
2022,Change in marital status,Michigan,5275.84
2022,"Wanted to own home, not rent",Washington,730.9
2022,Health reasons,Alabama,867.21
2022,Relationship with unmarried partner,Utah,448.77
2022,For cheaper housing,Utah,1833.1000000000001
2022,Other housing reason,Nebraska,1151.56
2022,To establish own household,Georgia,383.78
2022,Change of climate,Arizona,468.8
2022,Health reasons,Wisconsin,287.82
2022,New job or job transfer,Idaho,700.78
2022,Change of climate,Colorado,128.8
2022,Retired,Utah,546.88
2022,Wanted better neighborhood,Utah,682.28
2022,Other job-related reason,Wisconsin,386.57
2022,Wanted better neighborhood,Wisconsin,1567.52
2022,To establish own household,Wyoming,4253.82
2022,"Wanted to own home, not rent",Kentucky,15809.68
2022,Attend/leave college,Indiana,3424.44
2022,Other job-related reason,Oklahoma,4107.47
2022,For easier commute,Utah,14882.400000000001
2022,Other reasons,Louisiana,4299.37
2022,For easier commute,Wyoming,4367.73
2022,Wanted better neighborhood,Arizona,6555.6
2022,Health reasons,Arizona,1031.3
2022,For easier commute,Arizona,2517.21
2022,Retired,California,4422.33
2022,Other housing reason,Washington,9078.289999999999
2022,For easier commute,Colorado,4005.92
2022,Relationship with unmarried partner,New Hampshire,4825.57
2022,Retired,Oregon,7971.32
2022,Other job-related reason,Washington,8541.16
2022,Other reasons,District of Columbia,1558.41
2022,Relationship with unmarried partner,Georgia,1803.29
2022,Change of climate,Oregon,4153.9800000000005
2022,Relationship with unmarried partner,West Virginia,1794.83
2022,To establish own household,Utah,6054.620000000001
2022,Relationship with unmarried partner,Louisiana,1955.5
2022,Wanted better neighborhood,Oregon,15620.56
2022,Change in marital status,Oregon,14045.68
2022,Attend/leave college,Wyoming,1144.82
2022,To establish own household,Pennsylvania,1318.97
2022,Other housing reason,Utah,8060.6
2022,To establish own household,Hawaii,23483.260000000002
2022,Change in marital status,Nevada,18106.43
2022,"Wanted to own home, not rent",Oregon,6712.62
2022,Wanted new or better housing,Nevada,12758.92
2022,To look for work or lost job,Oregon,2463.99
2022,Other reasons,Idaho,3260.78
2022,New job or job transfer,Hawaii,16213.51
2022,Other family reason,New Mexico,3881.14
2022,Health reasons,Montana,1955.54
2022,Other job-related reason,Virginia,2194.88
2022,To establish own household,Louisiana,2617.03
2022,Change in marital status,Iowa,4468.03
2022,Wanted better neighborhood,Nevada,5144.84
2022,Attend/leave college,Hawaii,1535.96
2022,Other family reason,Massachusetts,13984.35
2022,Change in marital status,Massachusetts,20879.379999999997
2022,Other job-related reason,Maine,2387.5
2022,To establish own household,Nevada,4240.64
2022,Attend/leave college,Washington,9727.28
2022,Attend/leave college,Arizona,4213.1
2022,For easier commute,Kansas,7790.52
2022,Attend/leave college,Georgia,4259.08
2022,Change in marital status,Indiana,747.73
2022,Health reasons,Utah,1335.54
2022,Natural disaster,California,2043.78
2022,Change of climate,Washington,1713.35
2023,Other family reason,Illinois,5901.58
2023,New job or job transfer,Texas,95732.9
2023,Other family reason,Florida,45418.16
2023,"Wanted to own home, not rent",Texas,7487.5
2023,To look for work or lost job,Colorado,1826.14
2023,To establish own household,Florida,2176.72
2023,Wanted new or better housing,Massachusetts,2748.31
2023,For cheaper housing,Massachusetts,15174.51
2023,Wanted better neighborhood,Massachusetts,1828.87
2023,Relationship with unmarried partner,Massachusetts,1450.6399999999999
2023,Other family reason,Massachusetts,8765.83
2023,To look for work or lost job,Connecticut,2613.93
2023,To establish own household,Massachusetts,715.77
2023,Other reasons,California,43910.78
2023,Other housing reason,Massachusetts,600.62
2023,To establish own household,California,13943.44
2023,"Wanted to own home, not rent",New Hampshire,839.41
2023,New job or job transfer,Massachusetts,18896.28
2023,"Wanted to own home, not rent",California,20974.91
2023,New job or job transfer,New Hampshire,1159.2
2023,Other family reason,Pennsylvania,8604.79
2023,Other family reason,Texas,5326.87
2023,New job or job transfer,Virginia,77936.72
2023,Other family reason,California,73202.02
2023,New job or job transfer,California,136675.71
2023,New job or job transfer,Vermont,11214.11
2023,Attend/leave college,Vermont,8132.7
2023,New job or job transfer,Connecticut,38375.79
2023,New job or job transfer,North Carolina,9224.16
2023,New job or job transfer,New York,84221.69
2023,Other reasons,Michigan,1801.3
2023,Attend/leave college,Texas,14691.7
2023,Attend/leave college,New York,5977.780000000001
2023,Wanted new or better housing,Texas,21217.3
2023,Other housing reason,Rhode Island,5768.73
2023,For easier commute,Massachusetts,2777.17
2023,Other family reason,Delaware,1482.91
2023,Foreclosure or eviction,New Jersey,1449.76
2023,Relationship with unmarried partner,Virginia,10217.77
2023,Relationship with unmarried partner,New Jersey,17514.92
2023,For cheaper housing,Texas,4262.37
2023,Other reasons,New Jersey,50627.36
2023,To establish own household,New York,20673.969999999998
2023,Health reasons,Pennsylvania,10615.17
2023,Other reasons,Texas,15203.34
2023,Wanted better neighborhood,Pennsylvania,4145.58
2023,New job or job transfer,District of Columbia,9836.53
2023,Relationship with unmarried partner,Pennsylvania,3317.22
2023,Change in marital status,Illinois,10778.61
2023,Other family reason,Maryland,7268.01
2023,New job or job transfer,Pennsylvania,23229.64
2023,New job or job transfer,Tennessee,39533.01
2023,To look for work or lost job,Florida,10953.990000000002
2023,For cheaper housing,Florida,16847.66
2023,Wanted new or better housing,New York,55895.78
2023,New job or job transfer,Illinois,47113.92
2023,Retired,Pennsylvania,17589.940000000002
2023,Retired,New York,22124.44
2023,Other housing reason,New York,7642.3
2023,New job or job transfer,Ohio,34011.46
2023,Other housing reason,Ohio,6627.09
2023,For easier commute,New York,8916.82
2023,For cheaper housing,New York,15656.84
2023,Other job-related reason,New York,21546.62
2023,For cheaper housing,Pennsylvania,10258.87
2023,Wanted new or better housing,Pennsylvania,38154.96
2023,Relationship with unmarried partner,North Carolina,3643.35
2023,For cheaper housing,New Jersey,36108.64
2023,Other job-related reason,California,14431.939999999999
2023,New job or job transfer,Florida,106315.15
2023,New job or job transfer,Nevada,34329.36
2023,Relationship with unmarried partner,New York,3764.04
2023,Wanted new or better housing,Maryland,9104.22
2023,Other family reason,New York,38762.82
2023,New job or job transfer,Hawaii,22669.09
2023,Change in marital status,Maryland,7967.12
2023,New job or job transfer,Delaware,7311.6
2023,Relationship with unmarried partner,Arizona,18635.98
2023,Change in marital status,New York,15665.869999999999
2023,Attend/leave college,Ohio,5993.28
2023,Relationship with unmarried partner,Ohio,6318.59
2023,Other family reason,Nevada,19623.84
2023,Wanted new or better housing,California,29749.829999999998
2023,Relationship with unmarried partner,Wisconsin,15281.31
2023,Relationship with unmarried partner,Indiana,4425.96
2023,New job or job transfer,Washington,5024.03
2023,To look for work or lost job,Virginia,20388.829999999998
2023,For cheaper housing,California,104162.56
2023,Other family reason,Virginia,8801.1
2023,To establish own household,Tennessee,17272.79
2023,Attend/leave college,Pennsylvania,10281.04
2023,Relationship with unmarried partner,Michigan,14702.62
2023,New job or job transfer,Kentucky,3627.94
2023,For easier commute,Pennsylvania,15383.48
2023,For cheaper housing,Ohio,6275.96
2023,Attend/leave college,Utah,8183.75
2023,Other family reason,Tennessee,14396.24
2023,Health reasons,Georgia,3292.01
2023,Wanted new or better housing,Tennessee,1826.54
2023,Other family reason,Ohio,3764.73
2023,Change of climate,Florida,43809.33
2023,New job or job transfer,Alaska,18100.27
2023,Wanted better neighborhood,Illinois,7050.76
2023,To establish own household,Indiana,1942.68
2023,For cheaper housing,Indiana,3061.35
2023,New job or job transfer,Wisconsin,25975.809999999998
2023,New job or job transfer,Missouri,52461.659999999996
2023,"Wanted to own home, not rent",Colorado,13001.6
2023,To establish own household,Colorado,9632.380000000001
2023,New job or job transfer,Indiana,4956.68
2023,Other housing reason,New Mexico,4204.92
2023,Other reasons,Indiana,16609.39
2023,Retired,Texas,2305.12
2023,Other reasons,Iowa,5962.64
2023,Change in marital status,Tennessee,18441.17
2023,For easier commute,Indiana,9269.85
2023,For easier commute,Wisconsin,11696.44
2023,For cheaper housing,Arizona,4665.5
2023,Other family reason,Colorado,21710.01
2023,Change in marital status,Colorado,6150.43
2023,Wanted better neighborhood,Colorado,4997.69
2023,Health reasons,North Carolina,6474.32
2023,New job or job transfer,Colorado,25226.920000000002
2023,New job or job transfer,Maryland,30858.8
2023,Attend/leave college,Iowa,3791
2023,New job or job transfer,West Virginia,8508.61
2023,New job or job transfer,Michigan,30018.28
2023,Other family reason,Michigan,27969.64
2023,Retired,Illinois,8223.42
2023,Change in marital status,South Carolina,3131.33
2023,Attend/leave college,Illinois,11797.9
2023,Relationship with unmarried partner,Minnesota,12904.41
2023,Attend/leave college,Minnesota,6840.71
2023,Change in marital status,Michigan,6246.96
2023,Attend/leave college,Michigan,5985.52
2023,"Wanted to own home, not rent",Wisconsin,4895.04
2023,For cheaper housing,North Dakota,11530.98
2023,Wanted better neighborhood,Wisconsin,2648.63
2023,Other family reason,Iowa,20398.48
2023,Other reasons,Wisconsin,5932.66
2023,Health reasons,Florida,8482.44
2023,Wanted new or better housing,Illinois,13311.119999999999
2023,New job or job transfer,Minnesota,18328.81
2023,Wanted better neighborhood,Indiana,2357.61
2023,Wanted better neighborhood,South Carolina,20498.32
2023,Wanted new or better housing,South Carolina,4693.13
2023,New job or job transfer,Mississippi,23509.21
2023,Attend/leave college,Florida,12700.4
2023,For cheaper housing,Minnesota,1250.41
2023,Relationship with unmarried partner,Louisiana,768.1
2023,Relationship with unmarried partner,Iowa,7248.22
2023,Other reasons,Florida,18932.82
2023,To look for work or lost job,Tennessee,4883.33
2023,Other housing reason,Mississippi,2363.35
2023,Retired,Montana,2980.26
2023,Other family reason,Kansas,4805.07
2023,To look for work or lost job,New York,4267.06
2023,For cheaper housing,Illinois,4007.73
2023,To establish own household,Texas,6223.68
2023,Health reasons,California,24128.21
2023,Other reasons,Arizona,6037.19
2023,Attend/leave college,District of Columbia,1642.02
2023,For easier commute,Colorado,7148.540000000001
2023,Other family reason,Washington,3516.62
2023,Attend/leave college,Nebraska,3384.46
2023,Other job-related reason,North Dakota,1143.44
2023,Change in marital status,Montana,595.38
2023,For cheaper housing,Colorado,3572.95
2023,Change in marital status,Idaho,2526.2000000000003
2023,Attend/leave college,California,7024.88
2023,"Wanted to own home, not rent",New York,10509.220000000001
2023,To establish own household,Iowa,1392.6599999999999
2023,Other family reason,Missouri,8070.66
2023,New job or job transfer,Wyoming,22451.94
2023,Relationship with unmarried partner,Missouri,4837.78
2023,To look for work or lost job,California,5340.0999999999995
2023,New job or job transfer,Oklahoma,21304.05
2023,Change of climate,Georgia,2767.62
2023,Other family reason,Alabama,15934.91
2023,Relationship with unmarried partner,Georgia,3151.98
2023,Wanted new or better housing,Florida,6398.3099999999995
2023,"Wanted to own home, not rent",New Jersey,1556.8500000000001
2023,For easier commute,New Jersey,4853.26
2023,To establish own household,Maryland,13524.650000000001
2023,Other family reason,New Jersey,13504.17
2023,To establish own household,New Jersey,30115.03
2023,For easier commute,Florida,2643.59
2023,Change of climate,New Jersey,1048.16
2023,Wanted better neighborhood,New York,1293.36
2023,Retired,New Jersey,1558.88
2023,Wanted new or better housing,Delaware,4370.39
2023,To look for work or lost job,Pennsylvania,23199.43
2023,"Wanted to own home, not rent",Pennsylvania,11017.76
2023,Attend/leave college,Delaware,3739.05
2023,Attend/leave college,Alabama,4141.08
2023,Change in marital status,Delaware,7098.6900000000005
2023,Change in marital status,California,8046.8
2023,Relationship with unmarried partner,California,9085.380000000001
2023,For easier commute,Maryland,1206.22
2023,Other reasons,Maryland,675.62
2023,For easier commute,Virginia,405.08
2023,Change in marital status,Virginia,2345.62
2023,Wanted better neighborhood,Maryland,483.54
2023,"Wanted to own home, not rent",Ohio,1237.01
2023,Relationship with unmarried partner,Maryland,447.29
2023,New job or job transfer,New Jersey,26211.44
2023,Attend/leave college,New Jersey,637.34
2023,Other housing reason,Maryland,1028.67
2023,New job or job transfer,Louisiana,22187.35
2023,New job or job transfer,Alabama,28126.47
2023,To establish own household,Pennsylvania,9890.36
2023,Other job-related reason,District of Columbia,4342.37
2023,Relationship with unmarried partner,Washington,5470.91
2023,Other reasons,Virginia,6387.389999999999
2023,To establish own household,Virginia,4445.29
2023,"Wanted to own home, not rent",Virginia,1584.92
2023,Wanted better neighborhood,Virginia,874.49
2023,For cheaper housing,Virginia,1573.74
2023,Wanted better neighborhood,Kentucky,2064.15
2023,Change of climate,New York,3388.64
2023,Health reasons,Virginia,8187.219999999999
2023,Other family reason,Oklahoma,24109.39
2023,For easier commute,Georgia,3434.44
2023,Other reasons,Ohio,3248.11
2023,To establish own household,West Virginia,7286.120000000001
2023,Other family reason,Georgia,9876.73
2023,Attend/leave college,Virginia,2423.49
2023,New job or job transfer,Georgia,100456.26
2023,To establish own household,North Carolina,3000.14
2023,Other reasons,Georgia,3360.9
2023,Retired,Virginia,9381.92
2023,Retired,Florida,5762.06
2023,Other reasons,New York,6871.79
2023,Other family reason,South Carolina,4500.46
2023,New job or job transfer,South Carolina,31305.85
2023,To look for work or lost job,North Carolina,20648.88
2023,New job or job transfer,Arkansas,34949
2023,For easier commute,Arkansas,13851.93
2023,New job or job transfer,Montana,15626.62
2023,"Wanted to own home, not rent",South Carolina,8881.7
2023,Wanted better neighborhood,Georgia,2258.76
2023,Health reasons,New York,8528.2
2023,Change of climate,Michigan,3725.91
2023,Retired,Ohio,13154.28
2023,Retired,Georgia,4612.78
2023,"Wanted to own home, not rent",Maryland,28710.64
2023,Retired,Maryland,7846.459999999999
2023,Relationship with unmarried partner,Montana,11879.89
2023,Change in marital status,Mississippi,15961.99
2023,Relationship with unmarried partner,Tennessee,5332.82
2023,Other job-related reason,North Carolina,3091.8
2023,Attend/leave college,Louisiana,7008.4
2023,Other family reason,North Carolina,16455.98
2023,Change in marital status,North Carolina,3516.29
2023,Attend/leave college,Georgia,13845.59
2023,Change of climate,Texas,9289.1
2023,Wanted better neighborhood,Tennessee,4564.87
2023,For cheaper housing,Georgia,15661.39
2023,Change in marital status,Alabama,1622.6499999999999
2023,Other housing reason,Alabama,1775.6499999999999
2023,For easier commute,Alabama,2703.38
2023,Health reasons,Missouri,2305.1
2023,Health reasons,Alabama,3156.44
2023,Other job-related reason,Tennessee,3103.48
2023,Wanted new or better housing,Missouri,16259.34
2023,Wanted new or better housing,Alabama,1665.32
2023,For cheaper housing,Louisiana,10055.91
2023,Retired,Louisiana,11699.32
2023,Attend/leave college,Tennessee,1195.42
2023,Other housing reason,New Jersey,515.09
2023,Other housing reason,Missouri,4436.55
2023,Change in marital status,Texas,9656.53
2023,New job or job transfer,Oregon,25201.39
2023,Wanted better neighborhood,Texas,2326.08
2023,Other housing reason,Texas,5337.56
2023,Natural disaster,Hawaii,753.15
2023,Other family reason,Mississippi,11190.52
2023,New job or job transfer,Arizona,12084.07
2023,Other reasons,Mississippi,3341.75
2023,Other family reason,New Mexico,6345.74
2023,Wanted new or better housing,Colorado,6003.26
2023,Other family reason,Louisiana,1271.91
2023,Other family reason,Arizona,17757.670000000002
2023,To look for work or lost job,Louisiana,9633.02
2023,Health reasons,Ohio,1096.88
2023,To establish own household,Nevada,11743.82
2023,Other reasons,Oklahoma,90970.92
2023,Change of climate,Pennsylvania,4935.97
2023,Wanted better neighborhood,Oklahoma,5001.33
2023,To look for work or lost job,Wisconsin,3752.98
2023,New job or job transfer,Kansas,29370.36
2023,Relationship with unmarried partner,Kansas,5820.65
2023,Other reasons,Hawaii,3734.99
2023,Change in marital status,New Mexico,10066.8
2023,New job or job transfer,Nebraska,12434.7
2023,To look for work or lost job,Arkansas,6694.79
2023,Retired,Washington,3439.46
2023,Wanted new or better housing,Washington,8283.89
2023,Wanted new or better housing,Wisconsin,4212.48
2023,To look for work or lost job,Michigan,13503.65
2023,New job or job transfer,New Mexico,17314.41
2023,Other housing reason,California,8378.37
2023,Retired,Missouri,4354.37
2023,Health reasons,Michigan,3813.14
2023,To look for work or lost job,New Jersey,18510.92
2023,Relationship with unmarried partner,Idaho,837.01
2023,Health reasons,Nevada,929.58
2023,New job or job transfer,North Dakota,1406.6
2023,For cheaper housing,Nevada,3990.14
2023,To establish own household,Idaho,2490.02
2023,New job or job transfer,Idaho,24210.58
2023,For cheaper housing,Idaho,2063.79
2023,Relationship with unmarried partner,Rhode Island,868.88
2023,Attend/leave college,Idaho,586.46
2023,For cheaper housing,Montana,2373.5
2023,For cheaper housing,Washington,4404.91
2023,Other family reason,Kentucky,1046.9
2023,Retired,Minnesota,1747.68
2023,Wanted new or better housing,Minnesota,3648.17
2023,New job or job transfer,Utah,7809.92
2023,Other reasons,Oregon,11283.039999999999
2023,Other family reason,Oregon,29887.08
2023,Health reasons,Arizona,497.82
2023,Relationship with unmarried partner,Wyoming,1011.43
2023,For easier commute,Idaho,235.25
2023,Change of climate,California,763.66
2023,Retired,California,4642.32
2023,Wanted better neighborhood,Nevada,950.84
2023,For cheaper housing,Utah,566.77
2023,To establish own household,Washington,1043.04
2023,Other reasons,Montana,805.2
2023,Wanted better neighborhood,Wyoming,4646.08
2023,Other housing reason,Arizona,1661.18
2023,For easier commute,California,916.8399999999999
2023,Change in marital status,Florida,4900.82
2023,New job or job transfer,South Dakota,17440.91
2023,Other family reason,South Dakota,5263.83
2023,Other reasons,Nevada,1541.24
2023,New job or job transfer,Maine,8112.43
2023,Health reasons,Texas,3076.42
2023,Wanted new or better housing,Utah,20855.97
2023,Other reasons,Pennsylvania,5054.16
2023,Attend/leave college,Kentucky,6291.46
2023,Retired,Utah,3451.04
2023,For easier commute,Texas,4511.88
2023,Other reasons,Alabama,5542.86
2023,New job or job transfer,Iowa,1985.54
2023,To establish own household,Arizona,8776.43
2023,Attend/leave college,Oregon,6820.87
2023,Change in marital status,Nevada,4336.929999999999
2023,Other reasons,Wyoming,942.03
2023,Other housing reason,Oregon,8209.32
2023,Other family reason,Wisconsin,8181.87
2023,Other family reason,New Hampshire,4617.6900000000005
2023,For cheaper housing,Arkansas,2108.49
2023,Wanted new or better housing,Virginia,2163.54
2023,To look for work or lost job,Texas,2643.91
2023,Retired,Hawaii,9040.9
2023,Other family reason,Hawaii,13154.869999999999
2023,Wanted better neighborhood,Hawaii,6670.26
2023,Retired,Oregon,6670.26
2023,Wanted new or better housing,Oregon,16915.22
2023,To establish own household,Oregon,7322.14
2023,Attend/leave college,Wisconsin,3967.87
2023,To establish own household,Wisconsin,2598.2
2023,Change of climate,Illinois,7785.54
2023,Change of climate,West Virginia,3612.09
2023,Change of climate,Hawaii,2824.01
2023,Relationship with unmarried partner,Nevada,3772.45
2023,Other job-related reason,Alaska,10845.92
2023,Other housing reason,Alaska,4991.16
2023,Health reasons,Hawaii,4952.8
2023,Wanted better neighborhood,California,2749.52
2023,Change in marital status,Hawaii,3848.47
2023,Change in marital status,Washington,12301.19
2023,Relationship with unmarried partner,Texas,2770.51
2023,Other reasons,Arkansas,5625.11
2023,Change of climate,Alaska,3188.16
2023,Other family reason,Idaho,5499.75
2023,Change of climate,Colorado,3552.22
2023,Other reasons,Utah,1798.37
2023,To establish own household,Utah,10799.67
2023,Change in marital status,Arizona,2307.11
2023,Health reasons,Maine,2445.49
2023,Other reasons,Nebraska,2905.34
2023,Other family reason,Nebraska,4074.2999999999997
2023,To establish own household,Michigan,16507.99
2023,Wanted better neighborhood,Washington,5888.66
2023,To look for work or lost job,Nevada,2157.7
2023,Other family reason,Indiana,4707.42
2023,Relationship with unmarried partner,Colorado,2508.33
2023,Change of climate,Massachusetts,8524.72
2023,Other family reason,Alaska,1705.97
2023,Attend/leave college,Washington,914.45
2023,Wanted better neighborhood,Michigan,653.16
2023,Change in marital status,Oregon,285.65
2023,Other reasons,Illinois,1147.29
2023,To look for work or lost job,Washington,676.82
2023,Attend/leave college,Maryland,640.6
2023,Retired,Arizona,1482.06
2023,Other job-related reason,Ohio,1841.98
2023,Other housing reason,North Carolina,407.29
